@relation 'mid_csv-weka.filters.unsupervised.attribute.Remove-R1-3,5,16-17,19-22-weka.filters.unsupervised.attribute.Remove-R2'

@attribute price numeric
@attribute sqft_living numeric
@attribute sqft_lot numeric
@attribute floors numeric
@attribute waterfront numeric
@attribute view numeric
@attribute condition numeric
@attribute grade numeric
@attribute sqft_above numeric
@attribute sqft_basement numeric
@attribute zipcode numeric

@data
433500,1540,9450,1,0,0,4,6,1040,500,98103
433500,2200,3360,2,0,0,3,8,2200,0,98118
434000,2010,8171,2,0,0,3,8,2010,0,98011
434000,1750,9353,1,0,0,3,7,1210,540,98034
434000,1660,8301,1,0,0,5,7,1660,0,98028
434000,1830,3200,2,0,0,3,8,1830,0,98034
434400,1960,7875,1,0,0,4,7,1960,0,98034
434500,1650,7965,1,0,0,4,7,1650,0,98034
434500,1930,7210,1,0,0,3,7,1110,820,98072
434900,1520,11067,1,0,0,3,7,1140,380,98074
434900,1520,5040,2,0,0,3,7,1520,0,98177
434975,1590,9960,1,0,0,3,7,1060,530,98155
435000,1300,3348,1.5,0,0,3,7,1300,0,98144
435000,1840,5680,2,0,0,3,7,1840,0,98053
435000,1700,6380,1,0,0,4,7,850,850,98115
435000,1510,6460,1,0,0,3,7,1070,440,98034
435000,1400,4800,1,0,0,4,6,700,700,98136
435000,1410,6750,1.5,0,0,3,6,1410,0,98118
435000,1560,3987,2,0,0,3,7,1560,0,98053
435000,2400,8620,2,0,0,3,8,1640,760,98034
435000,790,11234,1,0,0,4,6,790,0,98166
435000,2730,7506,2,0,0,4,8,2730,0,98058
435000,2660,16677,1,0,0,3,9,2210,450,98038
435000,1990,8548,2,0,0,3,8,1990,0,98033
435000,2030,4033,2,0,0,4,7,1630,400,98133
435000,1900,7984,2,0,0,3,8,1900,0,98011
435000,1050,5500,1,0,0,3,6,930,120,98126
435000,950,10080,1,0,0,4,7,950,0,98006
435000,1650,4745,1,0,0,3,7,1130,520,98034
435000,2650,9065,2,0,0,3,7,2650,0,98019
435000,1970,15247,1,0,0,3,7,1450,520,98024
435000,1120,88327,1.5,0,0,4,6,1120,0,98010
435000,2190,6578,2,0,0,3,7,2190,0,98065
435000,1910,8400,2,0,0,3,7,1910,0,98072
435000,2130,10375,2,0,0,4,8,2130,0,98058
435000,1420,2581,3,0,0,3,7,1420,0,98133
435000,2030,13700,1,0,0,3,8,1630,400,98011
435000,1560,1222,2,0,0,3,8,1080,480,98122
435000,2220,132858,1,0,0,3,7,1110,1110,98027
435000,1610,6911,1,0,0,3,7,1260,350,98034
435000,1380,3015,2,0,0,3,7,1380,0,98052
435000,3380,7074,2,0,0,3,8,2200,1180,98019
435000,1910,12142,1,0,0,3,9,1910,0,98074
435000,1750,16748,1,0,0,3,7,1330,420,98072
435000,990,5643,1,0,0,3,7,870,120,98115
435000,1470,3000,1,0,0,3,7,930,540,98115
435000,1960,50112,1,0,0,4,7,1050,910,98058
435000,1450,8800,1,0,0,4,7,1450,0,98006
435000,940,7590,1,0,0,4,6,940,0,98008
435000,1500,8173,1,0,0,3,7,1500,0,98034
435000,1730,4065,2,0,0,3,8,1730,0,98029
435000,1310,8065,1,0,0,4,6,1310,0,98117
435000,1780,2684,2,0,0,3,7,1780,0,98072
435000,2110,8751,1,0,0,3,7,1510,600,98011
435000,2570,233481,1.5,0,0,4,8,2570,0,98038
435000,1730,46638,2,0,0,3,8,1730,0,98045
435000,1890,7200,1,0,0,4,7,1230,660,98125
435000,1840,9240,1,0,0,4,7,1540,300,98133
435000,3270,50994,2,0,0,4,8,2720,550,98042
435000,1650,5106,1,0,0,3,7,1090,560,98115
435000,1440,1170,2,0,0,3,9,960,480,98116
435000,2160,8148,1,0,0,3,7,1410,750,98125
435000,2230,9640,1,0,0,3,8,1320,910,98125
435000,800,5000,1,0,0,3,7,800,0,98107
435000,2300,9521,2,0,0,3,8,2300,0,98019
435000,750,16321,1,0,1,3,4,750,0,98034
435000,1778,147823,2,0,0,3,7,1778,0,98014
435000,1720,12551,1,0,0,3,7,1720,0,98027
435000,1440,1350,3.5,0,2,3,8,1440,0,98103
435000,1260,4080,1.5,0,0,5,7,1260,0,98115
435000,2530,13446,2,0,0,3,9,2530,0,98019
435000,1120,9656,1,0,0,5,7,1120,0,98006
435000,1180,4219,1,0,0,3,7,1060,120,98117
435000,2210,14073,1,0,0,3,8,1630,580,98059
435000,2060,10125,2,0,0,4,7,1560,500,98028
435000,2520,7200,1,0,2,5,7,1260,1260,98056
435000,2440,5350,2,0,0,3,7,2440,0,98059
435000,2270,11970,1,0,0,3,7,1470,800,98011
435000,2370,6082,2,0,0,3,7,2370,0,98065
435000,1600,2375,2,0,0,3,7,1600,0,98029
435000,2360,12744,2,0,0,5,7,2360,0,98059
435000,1740,8491,1,0,0,3,8,1240,500,98177
435000,1740,6988,1,0,0,3,7,1600,140,98133
435000,1270,4000,1.5,0,2,3,7,1270,0,98126
435000,1060,3036,1.5,0,0,4,6,1060,0,98105
435000,720,5600,1,0,0,4,7,720,0,98116
435000,2940,7590,2,0,0,3,9,2940,0,98058
435000,1930,5790,2,0,0,4,7,1930,0,98011
435000,2170,65340,1.5,0,0,4,7,1670,500,98011
435000,2180,6500,2,0,0,3,7,1410,770,98126
435000,980,5000,1,0,0,3,6,980,0,98144
435000,2270,7245,1,0,0,3,7,1410,860,98155
435000,960,6250,1,0,0,4,6,740,220,98126
435000,1270,10713,1,0,0,4,7,1270,0,98034
435000,2530,16102,2,0,0,3,9,2530,0,98038
435000,901,1245,3,0,0,3,7,901,0,98115
435000,1230,3800,1,0,0,3,7,1230,0,98115
435000,2040,6880,2,0,0,4,7,2040,0,98133
435000,2630,9663,1,0,1,4,8,1330,1300,98056
435000,870,4000,1,0,2,3,7,870,0,98126
435000,3110,6000,1,0,2,3,8,1560,1550,98106
435000,3560,4290,1,0,0,4,7,1780,1780,98118
435000,1380,2500,1,0,0,3,7,750,630,98107
435000,2240,7200,1,0,0,4,7,1120,1120,98118
435000,1880,3840,1,0,0,3,7,970,910,98144
435000,2692,6197,2,0,0,3,9,2692,0,98030
435000,2260,5100,2,0,0,3,8,2260,0,98019
435000,670,1800,1,0,0,5,6,670,0,98103
435000,2290,4400,1,0,3,3,7,1290,1000,98126
435000,750,2786,1,0,0,5,7,750,0,98117
435000,3100,4699,2,0,0,3,9,3100,0,98038
435000,2150,3143,2,0,0,3,7,2150,0,98059
435000,2140,6355,2,0,0,3,7,2140,0,98065
435000,1230,1238,2,0,0,3,8,1080,150,98199
435000,2550,5200,2,0,0,3,7,2550,0,98059
435000,1180,1231,3,0,0,3,7,1180,0,98115
435000,1980,2674,3,0,0,3,8,1980,0,98136
435010,1270,4000,1,0,0,3,7,1120,150,98106
435500,1450,4789,2,0,0,3,7,1450,0,98029
435500,1020,4512,1,0,0,3,7,770,250,98115
436000,1040,7538,1,0,0,4,7,1040,0,98133
436000,2120,6710,1,0,0,5,7,1420,700,98155
436000,1800,6680,2,0,0,3,8,1800,0,98034
436000,2080,9600,1,0,0,3,8,1240,840,98034
436000,1240,8100,1.5,0,2,3,7,1240,0,98125
436000,1480,1384,3,0,0,3,8,1480,0,98103
436000,790,6600,1,0,0,3,6,790,0,98122
436000,1500,10200,1,0,0,3,8,1300,200,98177
436000,1200,6600,1.5,0,2,3,7,1200,0,98136
436000,1600,15044,1,0,0,3,7,1600,0,98034
436000,2495,5751,2,0,0,3,7,2495,0,98019
436000,2720,9856,2,0,0,4,8,2720,0,98059
436000,2640,3899,2,0,0,3,7,2640,0,98011
436000,1770,8000,1,0,0,4,7,1350,420,98072
436000,1150,1193,2,0,0,3,8,1020,130,98107
436000,1460,1238,2,0,0,3,8,1200,260,98107
436110,1770,1235,3,0,0,3,8,1600,170,98103
436300,2320,9420,1,0,0,5,7,2320,0,98056
436472,2692,8392,2,0,0,3,9,2692,0,98030
436500,1260,5000,1,0,0,3,7,1040,220,98117
436500,2290,11173,2,0,0,4,8,2290,0,98058
436500,3110,12429,1,0,0,3,8,1790,1320,98011
436800,2080,12714,2,0,0,4,8,1540,540,98052
436952,2708,4772,2,0,0,3,9,2708,0,98092
437000,1750,22357,2,0,0,3,8,1750,0,98045
437000,1130,1221,2,0,0,3,8,1030,100,98117
437000,1700,10642,1,0,0,4,7,850,850,98006
437000,2190,8316,1,0,0,3,7,1390,800,98108
437000,1500,6800,1,0,0,4,7,910,590,98117
437000,1440,4225,1,0,0,3,8,1440,0,98053
437000,1890,8505,1,0,0,3,8,1290,600,98052
437000,2120,137565,1.5,0,0,3,7,2120,0,98070
437000,1980,8775,1,0,0,3,7,1290,690,98177
437000,1310,9282,1,0,0,4,7,1310,0,98052
437000,2220,17568,1,0,0,4,8,2220,0,98072
437000,1460,1452,2,0,0,3,8,1140,320,98136
437000,1460,1180,3,0,0,3,8,1460,0,98117
437000,2580,5200,2,0,0,3,8,2580,0,98059
437400,2150,8925,1,0,0,4,7,2150,0,98008
437500,2320,36847,2,0,2,3,9,2320,0,98045
437500,990,3120,1,0,2,5,7,790,200,98103
437500,2120,4500,2,0,0,3,7,2120,0,98065
437500,2680,7513,2,0,0,3,8,2680,0,98059
437500,1790,7700,1,0,0,4,7,1340,450,98034
437500,1260,1125,3,0,0,3,8,1260,0,98107
437500,1490,4800,2,0,0,5,6,1490,0,98117
437500,2100,205603,2,0,0,3,8,2100,0,98070
437500,1760,2875,2,0,2,3,7,1290,470,98126
437500,1970,35100,2,0,0,4,9,1970,0,98027
437500,1630,16393,1,0,0,3,7,1630,0,98033
437500,1210,1232,3,0,0,3,8,1210,0,98107
437718,1800,3265,2,0,0,3,8,1800,0,98065
437850,2670,14255,1,0,0,4,8,1610,1060,98006
438000,1520,6380,1,0,0,3,7,790,730,98115
438000,1780,9660,1,0,0,3,7,1780,0,98034
438000,1270,1372,3,0,0,3,8,1270,0,98115
438000,1520,1304,2,0,0,3,8,1180,340,98136
438000,1650,12940,1,0,0,4,7,1650,0,98028
438000,1200,4000,1.5,0,0,4,6,1200,0,98144
438000,1970,8545,2,0,0,3,8,1970,0,98059
438000,1950,6250,1.5,0,0,4,7,1450,500,98136
438000,1950,29347,1,0,0,3,8,1350,600,98133
438000,1990,6840,2,0,0,4,7,1990,0,98034
438000,2340,14279,1,0,0,3,8,1340,1000,98006
438000,1630,9255,1,0,0,3,7,1630,0,98133
438000,1120,6380,1,0,0,3,7,1120,0,98115
438000,1820,9150,1,0,0,3,7,1320,500,98133
438000,1990,9885,1,0,0,4,7,1030,960,98052
438000,1650,3031,2,0,0,3,7,1650,0,98053
438000,980,1179,2,0,0,3,8,980,0,98119
438200,1600,5643,1,0,0,3,7,1600,0,98115
438400,1340,8100,1,0,0,4,7,1340,0,98177
438500,1490,3072,1,0,0,5,7,770,720,98144
438500,3050,10689,2,0,0,4,9,3050,0,98092
438600,720,2500,1,0,0,3,7,720,0,98103
438750,1610,6480,1,0,0,4,7,1610,0,98125
438800,2770,4432,2,0,0,3,9,2770,0,98058
438900,2740,5700,2,0,0,3,9,2740,0,98038
438924,1050,4590,1,0,0,3,7,850,200,98115
438950,2470,385506,2,0,3,3,7,2470,0,98022
439000,2060,10070,2,0,0,3,7,2060,0,98034
439000,1050,5671,1,0,0,3,7,850,200,98115
439000,2240,8300,2,0,0,3,8,2240,0,98011
439000,2570,9503,2,0,0,3,8,2570,0,98011
439000,800,5100,1,0,0,3,7,800,0,98117
439000,1250,7030,1,0,0,3,7,1250,0,98008
439000,790,2400,1,0,0,3,7,790,0,98122
439000,1560,7500,1,0,0,4,7,1560,0,98034
439000,3020,6000,3,0,2,3,8,1980,1040,98108
439000,1830,13477,1,0,3,4,7,1170,660,98034
439000,2610,5009,1,0,0,3,7,1710,900,98117
439000,2880,10000,2,0,3,3,8,1980,900,98055
439000,1480,7565,1,0,0,3,7,1220,260,98034
439000,2690,9551,2,0,0,3,9,2690,0,98058
439000,1350,944,2,0,0,3,9,870,480,98116
439000,1530,19007,1,0,0,4,8,1290,240,98166
439000,1800,5465,1,0,0,3,7,900,900,98118
439000,2800,17279,1,0,2,3,7,1560,1240,98028
439000,1620,113862,1.5,0,0,3,7,1620,0,98045
439000,2230,4551,1.5,0,2,5,8,1450,780,98178
439000,3180,7904,1,0,0,3,8,1810,1370,98056
439000,2010,251341,2,0,0,3,8,1510,500,98019
439000,1680,2801,2,0,0,3,7,1680,0,98011
439000,1430,2343,2,0,0,3,8,1430,0,98108
439108,1130,1340,2,0,0,3,8,910,220,98116
439500,1600,6510,1,0,0,3,7,940,660,98155
439500,2050,40003,1,0,0,4,8,1570,480,98027
439500,1360,5500,1.5,0,0,3,7,1360,0,98115
439800,1120,6900,1,0,0,5,7,1120,0,98007
439888,1300,6515,1,0,0,3,8,1300,0,98053
439900,1410,12282,1.5,0,0,5,8,1410,0,98024
439900,3390,7950,2,0,2,3,7,3390,0,98056
439950,2380,12067,2,0,0,3,7,2380,0,98059
439950,1720,223377,1,0,0,3,7,1240,480,98019
439950,2170,15000,2,0,0,4,8,2170,0,98042
439950,2780,15075,2,0,0,3,7,2780,0,98059
439950,1230,1613,2,0,0,3,8,1010,220,98107
439950,1210,3000,1,0,0,5,7,910,300,98117
439950,1770,2875,2,0,0,3,8,1770,0,98116
439950,1540,7773,2,0,0,4,8,1540,0,98034
439950,2460,14600,1,0,0,4,8,1720,740,98042
439950,2190,7500,1,0,0,3,7,1290,900,98133
439950,1440,4666,1,0,0,3,8,1440,0,98053
439990,1540,1994,2,0,0,3,8,1540,0,98029
439990,1930,1348,2,0,0,3,8,1300,630,98199
439990,2340,5171,2,0,0,3,8,2340,0,98045
439995,1570,8400,1,0,0,4,7,1570,0,98133
440000,1910,66211,2,0,0,3,7,1910,0,98024
440000,1530,7245,1,0,0,4,7,1530,0,98034
440000,1560,7207,1,0,0,3,7,1250,310,98034
440000,1050,7500,1,0,0,3,6,1050,0,98136
440000,1610,5500,1.5,0,0,3,7,1610,0,98103
440000,1330,4903,1,0,0,3,7,1330,0,98052
440000,3690,36036,1,0,0,3,9,1890,1800,98042
440000,1010,1968,1.5,0,0,5,5,1010,0,98107
440000,1780,4000,1.5,0,0,3,7,1780,0,98103
440000,1550,2401,2,0,0,3,7,1550,0,98103
440000,850,6567,1,0,0,4,6,850,0,98010
440000,1290,1286,3,0,0,3,7,1290,0,98103
440000,2840,16851,1,0,3,3,8,1600,1240,98155
440000,1770,5750,2,0,0,3,7,1770,0,98116
440000,2160,3738,2,0,0,3,8,2160,0,98126
440000,1690,3245,1.5,0,0,3,8,1690,0,98126
440000,1040,1032,3,0,0,3,7,1040,0,98107
440000,2080,15750,1,0,0,3,8,1460,620,98034
440000,1330,15873,1,0,0,3,7,900,430,98074
440000,2010,7575,1,0,0,3,7,1220,790,98034
440000,2600,28600,1,0,0,3,8,1810,790,98072
440000,1090,4128,1,0,0,3,7,1090,0,98115
440000,1160,64469,1,0,0,3,7,1160,0,98072
440000,1650,6408,2,0,0,4,8,1650,0,98052
440000,1040,4000,1,0,0,3,7,1040,0,98122
440000,1860,217800,2,0,2,3,8,1860,0,98059
440000,2800,49149,1,0,0,4,7,1400,1400,98027
440000,1390,4997,2,0,0,3,7,1390,0,98065
440000,3080,10646,2,0,0,3,9,3080,0,98042
440000,1230,6600,1,0,0,3,7,1130,100,98118
440000,2410,7517,2,0,0,3,8,2410,0,98058
440000,1830,6807,2.5,0,0,5,7,1830,0,98155
440000,2510,5310,1,0,0,4,7,1460,1050,98108
440000,1210,5750,1.5,0,0,4,7,1210,0,98136
440000,2000,9900,1,0,2,4,8,1480,520,98166
440000,1100,1088,2,0,0,3,7,750,350,98102
440000,1800,10950,1,0,0,4,8,1800,0,98006
440000,1760,1800,2,0,0,3,7,1330,430,98199
440000,2240,8153,1,0,0,3,7,1120,1120,98125
440000,1880,7989,1,0,0,3,7,1280,600,98125
440000,2310,5004,1,0,0,3,7,1430,880,98108
440000,2160,7826,1,0,0,4,7,1390,770,98155
440000,1170,8740,1,0,0,4,7,1170,0,98052
440000,1440,6678,1,0,0,3,7,1040,400,98116
440000,2410,4780,2,0,0,3,7,2410,0,98065
440000,1300,4000,2,0,0,3,7,1300,0,98105
440000,1080,6760,1,0,2,3,6,1080,0,98117
440000,1760,8025,1,0,0,4,7,1230,530,98034
440000,2000,11880,2,0,0,3,8,2000,0,98075
440000,1410,8925,1,0,0,3,7,1410,0,98052
440000,2350,7641,1,0,0,3,7,1510,840,98034
440000,1690,6010,1,0,0,3,7,1230,460,98115
440000,2340,11034,1,0,0,3,8,1720,620,98155
440000,2040,7605,2,0,0,3,8,2040,0,98045
440000,1440,5434,2,0,0,3,7,1440,0,98053
440000,1120,1024,2,0,0,3,8,1120,0,98122
440000,1680,57063,2,0,0,4,8,1680,0,98045
440000,1250,8412,1,0,0,4,7,1250,0,98052
440000,2160,8119,1,0,0,3,8,1080,1080,98006
440000,1280,12086,1,0,0,3,7,850,430,98074
440000,2030,17100,1,0,0,4,7,2030,0,98166
440000,2230,5800,2,0,0,3,7,2230,0,98065
440000,1450,8400,1.5,0,0,4,7,1450,0,98034
440000,1480,7560,1.5,0,0,3,7,1480,0,98177
440000,3220,8256,2,0,0,3,8,2610,610,98059
440000,800,4850,1,0,0,4,7,800,0,98107
440000,1450,6829,1,0,0,3,8,1450,0,98052
440000,1950,19747,1,0,0,3,7,1150,800,98072
440000,1640,8529,1,0,0,5,7,1640,0,98155
440000,1710,6556,1.5,0,0,4,7,1200,510,98133
440000,1430,8400,1,0,0,4,7,1430,0,98008
440000,2070,9697,2,0,0,4,7,1330,740,98188
440000,1190,3400,1,0,0,4,7,990,200,98118
440000,1900,7225,1,0,0,3,8,1220,680,98008
440000,2060,11231,2,0,0,3,8,2060,0,98072
440000,1430,5600,1.5,0,0,3,6,1430,0,98118
440000,2880,8061,2,0,0,3,9,2880,0,98058
440000,1500,6180,1,0,0,4,6,1060,440,98118
440000,1920,7986,1,0,0,3,7,960,960,98125
440000,2560,10400,1,0,0,4,7,1280,1280,98027
440000,1570,5120,1,0,2,3,7,980,590,98177
440000,2120,6290,1,0,0,4,8,1220,900,98108
440000,2260,5300,1,0,0,3,7,1200,1060,98103
440000,2030,56192,1,0,0,3,8,1550,480,98077
440000,2250,7526,2,0,0,3,8,2250,0,98059
440000,1790,32379,1,0,0,3,7,1790,0,98045
440000,2180,10200,1,0,2,3,8,2000,180,98028
440000,2800,28254,2,0,0,3,9,2800,0,98038
440000,2300,10880,1,0,0,4,7,1190,1110,98028
440000,1550,7820,1,0,0,4,7,1210,340,98034
440000,2100,29735,1,0,0,4,7,1080,1020,98155
440000,2290,6302,2,0,0,3,9,2290,0,98058
440000,2400,8038,2,0,0,3,8,2400,0,98059
440000,2880,7386,2,0,0,4,9,2880,0,98058
440000,2420,10200,1,0,0,3,8,1220,1200,98034
440000,1760,10835,1,0,0,4,8,1290,470,98027
440000,1560,7392,1,0,0,5,7,1030,530,98011
440000,2350,7203,2,0,0,3,8,2350,0,98059
440000,2730,6000,1,0,0,3,8,1470,1260,98178
440000,3180,4869,2,0,0,3,8,2390,790,98055
440000,1270,1443,3,0,0,3,8,1270,0,98115
440000,2730,4526,2,0,0,3,7,2730,0,98059
440000,2230,5650,2,0,0,3,7,2230,0,98056
440000,2610,3642,2,0,0,3,8,2080,530,98118
440000,2990,7928,2,0,0,3,9,2990,0,98010
440000,2798,5085,2,0,0,3,9,2798,0,98092
440000,1650,4929,2,0,0,3,7,1520,130,98108
440000,1270,1413,3,0,0,3,8,1270,0,98115
440000,1230,1097,3,0,0,3,8,1230,0,98107
440150,1110,6800,1,0,0,5,7,1000,110,98133
440250,1850,8124,1,0,0,4,7,1850,0,98177
440500,1600,3172,2,0,0,3,7,1600,0,98053
440500,2460,4399,2,0,0,3,7,2460,0,98065
441000,1910,7280,1,0,0,3,7,1160,750,98034
441000,1100,3300,1,0,0,1,7,1100,0,98122
441000,1540,7200,1,0,0,3,7,1540,0,98011
441000,2740,7923,2,0,0,3,9,2740,0,98058
441000,1190,3400,1,0,0,3,7,990,200,98115
441000,1890,11036,1,0,0,3,8,1460,430,98133
441000,2000,3600,1,0,0,3,6,1150,850,98144
441000,1150,3000,1,0,0,3,6,780,370,98118
441000,1290,1289,2,0,0,3,7,1030,260,98144
441000,1720,15000,1,0,0,3,9,1720,0,98014
441500,2420,9592,2,0,0,3,8,1780,640,98059
441500,1510,7700,1,0,0,3,7,1510,0,98034
441500,2360,4670,2,0,0,3,7,2360,0,98065
441500,1010,4000,1.5,0,0,5,7,1010,0,98105
441750,1020,1060,3,0,0,3,8,1020,0,98103
442000,1190,5100,1,0,0,4,7,1030,160,98136
442000,2560,5445,1.5,0,0,4,7,1760,800,98108
442000,2520,7253,2,0,0,3,9,2520,0,98059
442000,1360,6110,1,0,0,3,7,1010,350,98116
442000,2080,12007,1,0,0,4,8,1220,860,98074
442000,2050,6384,1,0,0,3,7,1350,700,98126
442000,1410,5000,1,0,2,4,7,940,470,98126
442000,1960,12688,1.5,0,0,4,7,1960,0,98052
442000,990,4313,1.5,0,2,4,6,990,0,98126
442000,860,5535,1,0,0,3,7,860,0,98103
442000,1980,39932,2,0,0,3,8,1980,0,98011
442000,4168,8485,2,0,0,3,10,3222,946,98023
442200,1620,8132,1,0,0,3,8,1620,0,98052
442250,2170,8169,2,0,0,3,8,2170,0,98059
442500,2800,10490,1,0,0,3,7,1400,1400,98177
442500,1800,8303,1,0,0,3,7,1200,600,98133
442500,2490,8700,1,0,0,3,7,1890,600,98155
442500,1970,7902,1,0,0,3,8,1310,660,98125
442500,1600,10280,1,0,0,3,7,1050,550,98034
442500,1540,5920,1.5,0,0,5,7,1540,0,98125
442500,2400,7092,2,0,0,3,7,2400,0,98133
442500,1120,8200,1,0,0,4,7,1120,0,98125
442500,2170,14024,2,0,0,3,8,2170,0,98019
442500,1690,3129,2,0,0,3,7,1690,0,98053
442500,1510,7280,2,0,0,3,7,1510,0,98074
442500,2710,47419,1.5,0,0,3,7,2170,540,98053
442500,1800,10200,1,0,0,3,8,1800,0,98058
442500,1840,7575,1,0,0,4,7,1390,450,98034
442500,4240,226097,2,0,0,3,8,3410,830,98053
442515,2930,4875,2,0,0,3,9,2930,0,98030
442573,1780,7567,1,0,0,3,7,1290,490,98034
442900,1780,2788,1,0,0,4,6,890,890,98199
443000,1530,8028,1,0,0,3,7,1200,330,98177
443000,1130,5413,1,0,0,3,7,880,250,98115
443000,1650,3000,1.5,0,0,3,8,1650,0,98144
443000,1640,4579,1,0,0,4,6,1640,0,98133
443000,1280,5460,1.5,0,0,4,7,1280,0,98133
443000,1860,12197,1,0,0,3,7,1860,0,98034
443000,1920,8223,2,0,0,4,7,1920,0,98011
443000,2620,35124,2,0,0,3,9,2620,0,98092
443000,1810,7950,1,0,0,4,7,1810,0,98008
443000,1220,10170,1,0,0,3,7,980,240,98125
443000,1780,2778,2,0,0,3,8,1530,250,98126
443000,2430,7049,2,0,0,3,8,2430,0,98106
443500,940,6804,1,0,0,3,7,940,0,98177
443500,1920,7598,1,0,0,4,8,1920,0,98177
443500,1330,4140,1,0,0,4,7,930,400,98115
443500,2170,5866,2,0,0,3,7,2170,0,98065
443500,2040,21781,2,0,0,3,8,2040,0,98014
443600,1430,1056,3,0,0,3,8,1430,0,98117
443725,1250,3880,1,0,0,4,7,750,500,98117
443750,1460,968,2,0,0,3,7,1140,320,98199
443950,2000,36000,1,0,0,3,6,2000,0,98056
444000,2800,7198,2,0,0,3,8,2800,0,98038
444000,1460,2610,2,0,0,3,8,1460,0,98103
444500,2600,4724,2,0,0,3,7,2600,0,98065
