@relation 'low_csv-weka.filters.unsupervised.attribute.Remove-R1-3,5,17,19-22-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R2'

@attribute price numeric
@attribute sqft_living numeric
@attribute sqft_lot numeric
@attribute floors numeric
@attribute waterfront numeric
@attribute view numeric
@attribute condition numeric
@attribute grade numeric
@attribute sqft_above numeric
@attribute sqft_basement numeric
@attribute zipcode numeric

@data
118125,790,7153,1,0,0,4,6,790,0,98168
119500,1170,11000,1,0,0,2,6,1170,0,98019
119900,700,3180,1,0,0,3,6,480,220,98178
120000,1260,7500,1,0,0,3,6,1260,0,98198
120000,1150,8924,1,0,0,3,6,1150,0,98030
120000,990,39964,1,0,0,2,4,990,0,98042
120750,1140,9628,1,0,0,4,7,1140,0,98023
121800,940,8384,1,0,0,3,5,940,0,98146
122000,860,6000,1,0,0,3,6,860,0,98022
122000,760,5280,1,0,0,3,6,760,0,98168
122000,730,6728,1,0,0,3,6,730,0,98148
122000,740,6840,1,0,0,3,6,740,0,98126
123000,1050,6600,1.5,0,0,3,6,1050,0,98168
123300,1150,8050,1.5,0,0,4,7,1150,0,98032
124000,840,7203,1.5,0,0,3,6,840,0,98168
124000,1080,6250,1,0,0,2,5,1080,0,98168
124500,840,6480,1,0,0,4,5,840,0,98001
124740,1340,15600,1,0,0,4,6,1340,0,98042
125000,920,7276,1,0,0,4,6,920,0,98002
125000,500,7440,1,0,0,1,5,500,0,98106
125000,920,7314,1,0,0,3,6,920,0,98002
125000,810,8382,1,0,0,4,5,810,0,98146
125000,1230,4800,1.5,0,0,1,6,1230,0,98117
126000,610,4400,1,0,0,3,5,610,0,98055
126500,1130,12212,1,0,0,3,6,1130,0,98146
128000,980,5393,1,0,0,3,6,980,0,98042
128000,910,11117,1,0,0,3,7,910,0,98003
128000,1400,9690,1,0,0,3,7,1400,0,98023
128750,880,7004,1,0,0,3,5,880,0,98002
129000,760,5240,1,0,0,3,6,760,0,98032
129000,1150,30184,1,0,0,3,6,1150,0,98055
129000,650,15364,1,0,0,4,5,650,0,98042
129888,710,9900,1,0,0,3,6,710,0,98166
130000,880,9000,1,0,0,3,5,880,0,98188
130000,1110,7520,1,0,0,4,7,1110,0,98033
130000,790,7500,1,0,0,3,7,790,0,98198
130000,780,5300,1,0,0,3,6,780,0,98146
130000,1100,5100,1,0,0,4,7,1100,0,98108
130000,600,1500,1,0,0,4,4,600,0,98027
130000,840,6654,1,0,0,3,7,840,0,98133
130000,1200,7000,2,0,0,1,7,1200,0,98116
132500,850,8573,1,0,0,3,6,600,250,98146
132500,1080,10500,1,0,0,3,7,1080,0,98001
132825,1210,5200,1,0,0,5,6,1210,0,98042
133000,980,9115,1,0,0,3,7,980,0,98198
133000,1430,5600,1.5,0,0,3,6,1430,0,98118
133400,900,2550,1,0,0,4,6,900,0,98023
134000,980,5000,2,0,0,3,7,980,0,98014
134000,1270,8508,1,0,0,4,6,650,620,98168
135000,1220,7250,1,0,0,4,6,1220,0,98010
135000,790,13062,1,0,0,3,6,790,0,98168
135000,780,6685,1,0,0,4,5,780,0,98002
135000,830,7609,1,0,0,3,6,830,0,98146
135000,1520,8450,1,0,0,2,6,1120,400,98023
135000,1460,18599,1.5,0,0,3,5,1460,0,98146
135000,840,3000,1,0,0,3,5,840,0,98178
135000,600,6120,1,0,0,3,5,600,0,98168
135000,750,5217,1,0,0,4,6,750,0,98106
135000,830,9600,1,0,0,3,7,830,0,98032
135900,760,3800,1,0,0,3,6,760,0,98178
136500,1420,8580,1,0,0,3,6,1420,0,98023
137000,1300,10125,1,0,0,4,6,1300,0,98002
137000,950,7620,1,0,0,3,6,950,0,98106
137124,960,27442,1,0,0,4,6,960,0,98058
137900,1160,5082,1,0,0,3,6,580,580,98178
139000,1100,17334,1,0,0,3,7,1100,0,98001
139000,690,5280,1,0,0,4,5,690,0,98056
139000,1410,10648,1,0,0,4,7,1410,0,98030
139500,1230,1561,2,0,0,3,7,1230,0,98042
139950,844,4269,1,0,0,4,7,844,0,98001
140000,730,6890,1,0,0,4,4,730,0,98055
140000,1090,10620,1.5,0,0,3,7,1090,0,98032
140000,1060,7473,1,0,0,3,7,1060,0,98198
140000,1240,8000,1,0,0,4,6,1040,200,98198
140000,1000,10560,1,0,0,3,7,1000,0,98003
140000,900,6400,1,0,0,2,6,900,0,98118
140000,1090,10114,1,0,0,4,7,1090,0,98002
140000,1080,6052,1,0,0,5,6,1080,0,98030
140000,1270,8991,2,0,0,3,7,1270,0,98042
140000,1200,2002,2,0,0,3,8,1200,0,98055
141800,930,4743,1,0,0,4,5,930,0,98056
142000,290,20875,1,0,0,1,1,290,0,98024
142500,690,6825,1,0,0,4,5,690,0,98002
142500,1440,13300,1,0,0,3,6,1440,0,98166
143000,1090,3315,1,0,0,4,6,1090,0,98092
144000,1250,8314,1,0,0,3,6,1250,0,98058
144000,980,6800,1,0,0,3,6,980,0,98058
144975,900,7500,1,0,0,3,5,900,0,98198
145000,1010,5490,1,0,0,3,6,1010,0,98168
145000,1010,11880,1,0,0,3,7,1010,0,98030
145000,800,8125,1,0,0,3,6,800,0,98033
145000,480,9750,1,0,0,2,4,480,0,98146
145600,1170,7560,1,0,0,3,6,1170,0,98058
146000,900,4770,1,0,0,3,6,900,0,98023
146000,780,9750,1,0,0,3,6,780,0,98168
146300,1200,9668,1,0,0,5,6,1200,0,98092
147000,1070,14000,1,0,0,3,7,1070,0,98178
147000,1480,9606,1,0,0,4,7,1100,380,98023
147200,1420,9600,1,0,0,4,6,1420,0,98188
147400,1080,9225,1,0,0,2,7,1080,0,98146
147500,1530,8498,1,0,0,3,7,1530,0,98031
147500,1230,10125,1,0,0,3,7,1230,0,98198
147500,1010,6552,1,0,0,3,7,1010,0,98042
148000,620,8261,1,0,0,3,5,620,0,98106
148000,630,4200,1,0,0,3,6,630,0,98106
148226,1400,7360,1,0,0,4,7,1400,0,98092
148900,1700,6000,1,0,0,3,7,1700,0,98002
149000,1700,8645,1,0,0,3,6,1700,0,98146
149000,1090,2800,1,0,0,3,6,1090,0,98092
149500,1010,9450,1,0,0,4,7,1010,0,98198
149900,1090,1950,1,0,0,4,8,1090,0,98198
150000,1100,7200,1,0,0,4,6,1100,0,98058
150000,1250,7210,1,0,0,4,7,1250,0,98031
150000,1240,5200,1,0,0,3,6,1240,0,98042
150000,1450,6776,1,0,0,3,7,1450,0,98178
150000,720,212137,1,0,0,3,5,720,0,98058
150000,490,38500,1.5,0,0,4,5,490,0,98014
150000,1320,24684,1,0,0,3,7,1320,0,98168
150000,720,4120,1,0,0,5,5,720,0,98002
150000,820,7680,1.5,0,0,3,6,820,0,98106
150000,890,6488,1.5,0,0,3,5,890,0,98014
150000,790,7275,1,0,0,4,6,790,0,98058
150000,830,4045,1,0,0,3,6,830,0,98106
150000,1230,8056,1,0,0,4,6,1230,0,98168
150000,1320,8220,1,0,0,3,7,1320,0,98198
150000,820,10270,1,0,0,3,7,820,0,98168
150000,1360,1934,2,0,0,4,7,1360,0,98092
150000,870,5700,1,0,0,4,6,870,0,98056
150000,1460,7254,1,0,0,3,6,1460,0,98178
150000,1250,5208,1,0,0,3,7,1050,200,98002
150000,1200,9527,1,0,0,3,7,1200,0,98168
150000,850,54000,1.5,0,0,1,4,850,0,98023
150000,1010,25000,1,0,0,3,6,1010,0,98014
150000,1310,9612,1,0,0,3,7,960,350,98001
150000,840,12750,1,0,0,3,6,840,0,98055
150000,890,8100,1,0,0,3,6,890,0,98146
150550,1470,6061,1.5,0,0,3,7,1470,0,98168
151000,720,4222,1,0,0,4,5,720,0,98056
151000,720,5040,1,0,0,3,4,720,0,98106
151100,840,4495,1,0,0,3,6,840,0,98146
151600,1060,16988,1,0,0,3,6,1060,0,98058
152000,902,10464,1,0,0,3,7,902,0,98198
152000,1070,7754,1,0,0,3,6,1070,0,98146
152000,920,4875,1,0,0,4,7,920,0,98042
152000,1090,3264,1,0,0,4,6,1090,0,98092
152000,700,13500,1,0,0,3,4,700,0,98031
152275,1020,6871,1,0,0,3,6,1020,0,98146
152500,1730,7350,1.5,0,0,4,6,1730,0,98003
152500,1090,3523,1,0,0,4,6,1090,0,98092
152900,900,4368,1,0,0,5,6,900,0,98022
153000,1200,10500,1,0,0,3,7,1200,0,98023
153000,1140,10152,1,0,0,3,6,760,380,98155
153000,1270,6405,1.5,0,0,3,6,1270,0,98178
153000,710,9000,1,0,0,5,6,710,0,98166
153500,890,4810,1,0,0,3,6,890,0,98118
153503,1240,3649,2,0,0,3,7,1240,0,98003
154000,1040,20524,1,0,3,3,6,1040,0,98014
154000,1530,9997,1,0,0,3,6,1020,510,98001
154200,1310,8640,1,0,0,3,6,910,400,98146
154500,890,9465,1,0,0,3,6,890,0,98148
154950,1600,10183,1,0,0,4,6,1600,0,98002
155000,700,5200,1,0,0,5,6,700,0,98056
155000,720,6000,1,0,0,3,6,720,0,98108
155000,1250,6250,1,0,0,2,7,1030,220,98108
155000,910,6232,1,0,0,3,6,910,0,98118
155000,1010,43056,1.5,0,0,3,5,1010,0,98014
155000,970,8400,1,0,0,3,7,970,0,98003
155000,810,4755,1,0,0,3,7,810,0,98118
155000,1300,6098,1,0,0,3,7,1300,0,98014
156000,770,9750,1,0,0,3,6,770,0,98188
156000,600,4000,1,0,0,3,5,600,0,98146
156000,920,5889,1,0,0,4,6,920,0,98002
156000,590,6138,1,0,0,2,5,590,0,98118
156000,470,15000,1,0,0,3,4,470,0,98014
156000,970,8580,1,0,0,3,7,970,0,98003
156601,1210,9750,1,0,0,3,7,1210,0,98038
157000,870,26326,1,0,0,3,6,870,0,98198
157000,1170,11530,1,0,0,3,7,1170,0,98198
157000,1080,6250,1,0,0,2,5,1080,0,98168
157340,900,23000,1,0,0,2,7,900,0,98042
157500,670,4500,1,0,0,3,5,670,0,98108
157500,1100,27008,1,0,0,3,6,960,140,98178
157500,740,9003,1,0,0,3,5,740,0,98031
158000,1520,7200,2,0,0,4,7,1520,0,98030
158000,1090,6090,1,0,0,3,7,940,150,98118
158000,990,8925,1,0,0,4,7,990,0,98003
158000,1140,10477,1,0,0,3,6,1140,0,98168
158550,1710,8100,1.5,0,0,4,7,1710,0,98032
158800,960,8291,1,0,0,3,6,960,0,98146
159000,1320,6534,1,0,0,3,7,1320,0,98055
159000,1360,20000,1,0,0,4,7,1360,0,98001
159075,1580,6200,1,0,0,3,6,790,790,98178
159100,790,7095,1,0,0,3,6,790,0,98178
159995,1000,5026,1,0,0,5,5,760,240,98002
160000,1010,9600,1,0,0,4,7,1010,0,98198
160000,1200,8360,1,0,0,2,6,1200,0,98118
160000,1520,7298,1.5,0,0,3,7,1520,0,98198
160000,1040,4750,1,0,0,2,6,850,190,98118
160000,1180,9350,1,0,0,3,6,1180,0,98178
160000,1350,8700,1.5,0,0,3,6,1350,0,98188
160000,930,7742,1,0,0,3,6,930,0,98168
160000,1010,5355,1,0,0,3,6,1010,0,98106
160000,1610,7392,1,0,0,4,7,1610,0,98001
160000,860,11900,1,0,0,4,6,860,0,98030
160000,1060,8000,1,0,0,4,6,1060,0,98002
160000,1800,14722,1,0,0,3,7,1440,360,98055
160000,1140,23030,1,0,0,3,8,1140,0,98028
160000,1470,8682,1,0,0,3,7,1160,310,98003
160000,1070,4200,1,0,0,4,6,1070,0,98002
160000,1340,18552,1.5,0,0,4,5,1340,0,98014
160000,1480,7000,1,0,0,3,7,1000,480,98023
160000,1210,103237,1,0,0,2,6,1210,0,98070
160000,880,8976,1,0,0,4,6,880,0,98023
160000,1660,2258,2,0,0,3,7,1660,0,98042
160000,1140,3240,1.5,0,0,4,6,1140,0,98014
160000,1040,13100,1,0,0,5,6,1040,0,98032
160000,1020,13647,1,0,0,5,6,1020,0,98022
160000,830,4500,1,0,0,3,6,830,0,98118
160000,1540,7350,1,0,0,4,6,770,770,98023
160000,1370,8006,2,0,0,3,7,1370,0,98001
160000,960,6497,1,0,0,4,7,960,0,98023
160134,1190,10116,1,0,0,3,7,1190,0,98042
160797,1270,2356,2,0,0,3,7,1270,0,98108
161000,1700,8043,1,0,0,3,7,850,850,98168
161500,1220,6000,1,0,0,5,7,1220,0,98002
161700,1720,7200,1,0,0,3,7,1220,500,98023
162000,1440,7641,1,0,0,4,5,1440,0,98056
162000,1810,6750,1,0,0,3,7,1280,530,98023
162000,1460,16638,1,0,0,4,6,1460,0,98010
162248,800,8960,1,0,0,4,6,800,0,98058
162500,760,6141,1,0,0,2,6,760,0,98118
162500,1390,7417,1,0,0,3,7,1390,0,98001
162950,950,2784,1,0,0,4,8,950,0,98198
163000,1290,4811,1,0,0,3,7,1290,0,98032
163000,1250,7543,1,0,0,3,7,1250,0,98198
163250,770,8150,1,0,0,3,6,770,0,98118
163500,1050,3419,2,0,0,3,7,1050,0,98038
163500,940,7200,1,0,0,4,7,940,0,98002
163800,1000,1092,2,0,0,3,7,990,10,98118
164000,1070,8250,1,0,0,3,7,1070,0,98092
164000,1530,4875,2,0,0,3,7,1530,0,98042
164808,1250,5411,1,0,0,3,7,1250,0,98178
164950,1570,15330,1,0,0,3,7,1080,490,98166
165000,1000,7134,1,0,0,3,6,1000,0,98178
165000,1280,7742,1,0,0,3,7,1280,0,98001
165000,1380,7334,1,0,0,3,7,980,400,98055
165000,970,6600,1,0,0,3,7,970,0,98168
165000,780,6380,1,0,0,3,6,780,0,98106
165000,1020,10152,1,0,0,5,6,1020,0,98056
165000,640,7768,1,0,0,3,6,640,0,98106
165000,1630,22764,1,0,0,3,7,1630,0,98032
165000,1660,2415,2,0,0,3,7,1660,0,98042
165000,1250,7200,1,0,0,4,7,1250,0,98032
165000,1120,5000,1,0,0,3,6,1120,0,98146
165000,1150,19200,1,0,0,4,5,1150,0,98001
165000,910,8700,1,0,0,4,6,910,0,98188
165000,850,8050,1,0,0,2,6,850,0,98118
165000,1010,7690,1,0,0,4,6,1010,0,98058
165000,1200,13100,1,0,0,3,6,1200,0,98168
165000,970,7503,1,0,0,4,6,970,0,98058
165000,1220,7980,1.5,0,0,3,6,1220,0,98178
165000,1050,5156,1.5,0,0,3,7,1050,0,98106
165050,1200,8514,1,0,0,3,7,1200,0,98022
166000,1010,11675,1,0,0,3,7,1010,0,98168
166000,870,8487,1,0,0,4,6,870,0,98178
166000,1120,17332,1,0,0,3,7,1120,0,98001
166600,1150,8690,1,0,0,4,7,1150,0,98042
166950,1190,8820,1,0,0,3,6,1190,0,98058
167000,780,10235,1.5,0,0,3,6,780,0,98014
167000,1520,7456,1,0,0,3,7,1520,0,98166
167000,1280,5547,2,0,0,4,6,1280,0,98002
167500,760,3090,1,0,0,2,5,760,0,98118
168000,1200,7210,1,0,0,4,6,1200,0,98030
168000,1370,7439,1,0,0,4,6,1370,0,98055
168000,1220,3568,1.5,0,0,4,8,1220,0,98198
168000,1160,2174,2,0,0,3,7,1160,0,98106
168000,1150,8000,1.5,0,0,4,6,1150,0,98001
168500,1100,10125,1,0,0,3,7,1100,0,98042
168500,1020,7742,1,0,0,4,6,1020,0,98168
169000,910,7686,1,0,0,3,7,910,0,98001
169000,890,7110,1,0,0,3,6,890,0,98178
169000,1570,6450,1.5,0,0,4,6,1570,0,98022
169000,1470,18459,2,0,0,4,6,1470,0,98023
169000,1720,9775,1,0,0,3,8,1720,0,98032
169100,1050,18304,1,0,0,4,7,1050,0,98001
169317,790,4000,1,0,2,3,7,790,0,98112
169500,790,7450,1,0,0,4,6,790,0,98058
169500,1060,10023,1,0,0,3,6,1060,0,98023
169575,1300,8284,1,0,0,3,7,1300,0,98003
169900,910,5800,1.5,0,0,4,5,910,0,98022
169950,1180,9832,1,0,0,3,7,1180,0,98042
169950,840,8470,1,0,0,4,6,840,0,98023
170000,860,5265,1,0,0,3,6,860,0,98178
170000,1480,5670,1,0,0,3,6,780,700,98106
170000,1350,81549,1,0,0,2,7,1350,0,98092
170000,1370,10176,1,0,0,3,6,1370,0,98168
170000,970,8710,1,0,0,4,6,970,0,98198
170000,1310,9529,1,0,0,3,7,1310,0,98198
170000,1040,42180,1,0,0,2,6,1040,0,98055
170000,860,8636,1,0,0,3,6,860,0,98146
170000,870,6537,1,0,0,3,6,870,0,98168
170000,1240,9900,1,0,0,3,7,940,300,98168
170000,810,9882,1,0,0,3,6,810,0,98178
170000,480,4560,1,0,0,3,5,480,0,98065
170000,1920,13787,1,0,0,4,7,1220,700,98188
170000,1280,21750,1.5,0,0,5,6,1280,0,98001
170000,810,8424,1,0,0,4,6,810,0,98023
170000,1250,7015,1,0,0,3,7,1250,0,98188
170000,1200,24792,2,0,0,2,7,1200,0,98053
170000,1920,7500,1,0,0,4,7,1920,0,98198
170000,790,6750,1,0,0,2,6,790,0,98178
170000,1300,11400,1,0,0,3,7,1300,0,98003
170000,850,5600,1,0,2,3,6,850,0,98019
170000,1500,18540,1,0,0,3,8,1500,0,98168
170000,1370,10780,1,0,0,3,7,1370,0,98168
170500,1640,13939,1,0,0,3,7,1040,600,98198
170500,1060,7700,1,0,0,3,7,820,240,98055
171000,1520,19672,1,0,0,3,6,1020,500,98188
171500,1150,6480,1.5,0,0,4,5,1150,0,98001
171800,1570,9600,1,0,0,3,6,1570,0,98168
172000,1350,9680,1,0,0,4,7,820,530,98023
172000,970,4700,1,0,0,4,6,720,250,98106
172000,1340,10260,1,0,0,3,7,1340,0,98003
172040,1710,7134,1,0,0,4,7,1130,580,98031
172380,970,8378,1,0,0,4,6,970,0,98023
172500,1510,20685,1,0,0,2,6,1250,260,98059
172500,1040,7500,1,0,0,4,6,1040,0,98198
172500,1140,8800,1,0,0,3,7,1140,0,98001
173000,1740,8100,1,0,0,3,6,1050,690,98168
173000,820,10450,1,0,0,4,7,820,0,98055
173000,1200,8460,1,0,0,5,7,1200,0,98188
173250,990,12696,1.5,0,0,3,7,990,0,98168
173250,1210,9097,1,0,0,4,7,1210,0,98168
174000,600,4854,1,0,0,5,6,600,0,98168
174000,900,13531,1,0,0,3,6,900,0,98001
174500,1010,5200,1,0,0,3,7,1010,0,98198
174500,1240,2689,2,0,0,3,7,1240,0,98003
174900,1100,6000,1.5,0,0,2,6,1100,0,98108
174950,730,6000,1,0,0,3,6,730,0,98198
174950,1060,5200,1,0,0,5,6,1060,0,98042
175000,1250,9775,1,0,0,3,7,1250,0,98045
175000,1300,6030,1.5,0,0,3,6,1300,0,98168
175000,1170,8925,1,0,2,3,6,1170,0,98198
175000,1300,44431,1,0,0,5,6,1300,0,98001
175000,1020,5130,1,0,0,4,6,1020,0,98002
175000,1030,6600,1,0,0,3,7,1030,0,98146
175000,1680,8400,1,0,0,4,7,1680,0,98003
175000,1930,8400,1,0,0,3,7,1030,900,98146
175000,1160,6911,1,0,0,3,7,1160,0,98125
175000,1050,9800,1.5,0,0,4,6,1050,0,98019
175000,670,2378,1,0,0,3,5,670,0,98126
175000,1280,7572,1,0,0,4,6,1280,0,98058
175000,1230,13056,1,0,0,4,7,1230,0,98001
175000,620,8685,1,0,0,4,5,620,0,98198
175000,1150,8924,1,0,0,3,6,1150,0,98030
175000,800,7150,1,0,0,3,5,800,0,98030
175000,1210,6250,1,0,0,3,7,1210,0,98168
175000,1010,7034,1,0,0,3,7,1010,0,98055
175000,1330,28270,1.5,0,0,3,6,1330,0,98168
175000,1780,6000,2,0,0,3,7,1780,0,98198
175000,1030,8395,1,0,0,4,7,1030,0,98023
175000,660,5000,1,0,0,3,6,660,0,98106
175000,1430,4920,1,0,0,2,6,1430,0,98118
175000,1370,5080,1.5,0,0,3,6,1120,250,98106
175000,1220,7300,1,0,0,3,7,1220,0,98001
175000,1070,6164,1,0,0,3,7,1070,0,98001
175000,740,3434,1,0,0,5,6,740,0,98022
175000,1410,7000,1,0,0,3,7,1410,0,98055
175000,1460,11880,1,0,0,2,7,1460,0,98030
175000,830,2699,1,0,0,3,7,830,0,98038
175000,620,6600,1,0,0,3,6,620,0,98168
175000,1480,8415,1,0,0,3,7,1080,400,98188
175000,840,12750,1,0,0,3,6,840,0,98055
175000,1910,17003,1.5,0,0,4,8,1910,0,98001
175000,700,8174,1,0,0,3,5,700,0,98146
175000,960,5508,1,0,0,3,6,770,190,98118
175003,1390,1882,2,0,0,3,7,1390,0,98108
175409,1450,5530,1,0,0,4,6,1450,0,98042
176000,920,2332,1,0,0,4,8,920,0,98198
176000,770,5200,1,0,0,5,6,770,0,98042
176000,1340,5434,2,0,0,3,7,1340,0,98038
176000,1540,5449,1,0,0,2,7,1180,360,98023
176250,1440,6702,1,0,0,4,7,1440,0,98002
176500,930,9900,1.5,0,0,4,5,930,0,98032
177000,1150,8079,1,0,0,4,7,1150,0,98030
177000,870,5200,1,0,0,5,6,870,0,98042
177500,1220,6000,1,0,0,3,7,1220,0,98055
178000,1990,18200,1,0,0,3,7,1990,0,98178
178000,1100,5734,1,0,0,4,7,1100,0,98030
178000,840,6500,1,0,0,5,6,840,0,98042
178000,1200,11163,1.5,0,0,4,6,1200,0,98092
178500,740,6460,1,0,0,3,6,740,0,98146
178500,1120,10450,1,0,0,3,7,1120,0,98045
178500,930,3447,1,0,0,4,8,930,0,98198
178500,900,10511,1,0,0,4,6,900,0,98001
178500,1200,8470,1,0,0,5,7,1200,0,98032
179000,920,5200,1,0,0,4,6,920,0,98042
179000,990,8760,1,0,0,3,7,990,0,98003
179000,720,8914,1,0,0,3,6,720,0,98188
179000,1790,7175,1.5,0,0,3,6,1410,380,98168
179500,1180,32214,1,0,0,3,7,1180,0,98092
179500,900,8100,1,0,0,4,6,900,0,98002
179900,680,6400,1,0,0,3,6,680,0,98168
179900,1010,9920,1,0,0,3,6,1010,0,98042
179900,1230,12000,1,0,0,3,6,1230,0,98001
179950,960,10125,1,0,0,4,7,960,0,98003
179950,1130,9907,1,0,0,3,7,1130,0,98188
179950,1200,9000,1,0,0,3,6,1200,0,98023
179950,920,4875,1,0,0,5,6,920,0,98042
179950,1130,5200,1,0,0,3,6,1130,0,98042
179950,1100,7323,1,0,0,3,7,780,320,98023
180000,770,10000,1,0,0,3,6,770,0,98028
180000,1384,8960,1,0,0,4,6,1384,0,98023
180000,870,5330,1,0,0,3,6,870,0,98042
180000,1010,8581,1,0,0,4,6,1010,0,98002
180000,1960,9583,2,0,0,2,5,1960,0,98056
180000,1330,16000,1,0,0,3,7,1330,0,98001
180000,780,3540,1,0,0,2,6,780,0,98118
180000,840,5700,1,0,0,4,5,840,0,98038
180000,800,9450,1,0,0,3,6,800,0,98058
180000,1280,4875,1,0,0,5,6,1280,0,98042
180000,1090,6771,1.5,0,0,3,7,1090,0,98106
180000,1000,18513,1,0,0,3,6,1000,0,98146
180000,1610,8500,1.5,0,0,3,7,1610,0,98032
180000,1400,4500,1,0,0,3,7,900,500,98055
180000,1010,8863,1,0,0,4,6,1010,0,98022
180000,1010,10215,1,0,0,3,6,1010,0,98146
180000,1990,6350,2,0,0,3,7,1990,0,98198
180000,960,87991,1.5,0,0,3,5,960,0,98014
180000,1460,11726,1.5,0,0,3,6,1290,170,98146
180000,1670,7056,1,0,0,4,7,1670,0,98002
180000,890,6000,1,0,0,2,6,890,0,98178
180000,1740,7292,1,0,0,3,7,1020,720,98168
180000,770,9370,1,0,0,3,7,770,0,98155
180000,1470,18581,1.5,0,0,3,6,1470,0,98055
180000,1020,5500,1.5,0,0,3,7,1020,0,98118
180000,1150,5695,1,0,0,4,6,1150,0,98056
180000,940,11055,1.5,0,0,4,7,940,0,98032
180250,900,9600,1,0,0,3,6,900,0,98166
180500,1540,9800,1,0,0,3,7,1010,530,98058
180500,1800,8518,2,0,0,3,7,1800,0,98030
180500,850,5000,1,0,0,3,6,850,0,98198
181000,720,5120,1,0,0,3,6,720,0,98106
181000,1560,10807,1,0,0,2,7,1560,0,98070
181000,1310,4000,1,0,0,3,7,950,360,98144
181100,1850,7500,1,0,0,3,7,1850,0,98198
182000,1060,7350,1,0,0,4,7,1060,0,98032
182000,1960,8875,1,0,0,3,7,1290,670,98003
182000,1160,18055,1,0,0,2,5,1160,0,98168
182200,1130,13927,1.5,0,0,3,6,1130,0,98168
182500,1830,4744,2,0,0,3,7,1830,0,98001
182500,910,7194,1,0,0,4,7,910,0,98001
182500,1040,13920,1,0,0,3,6,1040,0,98198
182568,1500,2106,2,0,0,3,7,1500,0,98108
